2.0	13.09 9.13 6.32	4.56
6.0 13.57 9.84 6.38 4.62
10.0 14.02 10.43 6.41 4.97
14.0 14.63 10.55 6.45 5.23
18.0 15.31 10.82 6.51 5.26
22.0 15.56 11.04 7.11 5.70
