3.0 48.74 20.09 13.44 10.35
6.0 49.32 20.43 14.49 11.32
9.0 49.43 22.16 18.16 11.59
12.0 50.57 22.49 19.56 11.69
15.0 51.86 25.64 20.03 12.43
18.0 52.17 26.43 20.63 12.67
