0.00000	537.27411	809.78760	1990.67004
1.00000	248.30717	288.89731	773.73035
2.00000	224.56120	233.40810	645.19159
3.00000	198.90244	215.07793	535.53436
4.00000	207.04430	207.16971	446.81564
5.00000	188.96739	199.61728	384.24771
6.00000	176.35800	195.39952	344.73090
7.00000	171.57289	189.75034	311.02924
8.00000	165.77492	182.95874	285.65292
9.00000	161.95166	178.57481	263.43906
10.00000	153.26466	179.73764	248.77081
11.00000	155.01056	168.36087	236.32510
12.00000	157.18987	166.32191	229.82043
13.00000	147.72369	167.32230	224.12285
14.00000	145.76012	160.72723	218.71017
15.00000	154.27000	156.24550	215.30966
16.00000	139.74809	156.32878	211.56157
17.00000	138.22833	152.40553	209.00533
18.00000	134.45618	149.21536	207.39442
19.00000	133.12044	149.35646	205.31914
20.00000	132.82124	144.13916	204.08296
21.00000	128.27110	144.41216	201.38448
22.00000	127.09666	140.61545	200.57581
23.00000	128.52281	140.26079	199.07814
24.00000	125.30193	141.43982	196.18207
25.00000	125.59711	135.35999	195.13701
26.00000	122.03696	134.47702	194.10954
27.00000	122.74705	133.86047	193.19910
28.00000	119.38448	130.38303	192.30247
29.00000	116.66822	127.95976	190.88947
30.00000	118.46005	125.11954	188.15622
31.00000	115.20615	126.86763	188.34430
32.00000	115.46146	124.56392	188.74704
33.00000	110.43316	124.14136	187.88458
34.00000	112.44794	122.44788	187.05049
35.00000	107.42245	117.89264	186.73956
36.00000	107.40382	115.68591	183.76262
37.00000	105.90410	117.72751	183.08307
38.00000	109.63327	113.42218	181.23787
39.00000	103.55753	112.10994	180.56100
40.00000	106.74776	108.87955	179.82874
41.00000	102.10851	106.02831	179.85690
42.00000	103.51942	106.35692	178.17465
43.00000	100.59659	103.23888	177.60609
44.00000	98.16871	109.81676	178.23235
45.00000	94.91406	101.79517	177.52100
46.00000	96.02076	102.12743	177.77626
47.00000	95.89606	100.04469	175.06273
48.00000	97.97548	98.57144	173.90091
49.00000	97.89937	97.46112	174.74791
50.00000	95.31000	97.54324	172.78062
51.00000	91.53454	95.39680	172.85709
52.00000	93.64423	92.02372	171.59401
53.00000	93.91256	92.80701	170.62958
54.00000	92.19057	92.68847	169.92854
55.00000	98.47749	90.82514	168.88501
56.00000	90.68300	87.99865	168.24693
57.00000	88.89833	88.57768	168.79665
58.00000	88.11867	86.42915	166.74234
59.00000	86.06554	89.13540	165.31865
60.00000	89.12607	87.71711	166.14098
61.00000	85.92132	84.75386	163.92702
62.00000	88.31570	84.75034	165.07809
63.00000	91.72837	87.80377	164.85568
64.00000	87.55029	84.94987	164.37086
65.00000	98.88647	83.83411	161.98067
66.00000	89.08266	84.18094	161.05933
67.00000	100.63106	86.53612	161.29587
68.00000	88.96780	83.92522	160.52454
69.00000	84.81759	83.90205	159.06711
70.00000	84.86488	84.40924	158.28625
71.00000	85.33552	80.56098	158.07448
72.00000	85.62156	78.43951	156.58293
73.00000	91.10108	79.14706	158.15726
74.00000	84.98898	78.04549	156.67325
75.00000	82.64993	79.00060	155.02463
76.00000	83.51550	79.97871	154.74910
77.00000	83.98311	77.84606	153.67287
78.00000	81.89536	77.27031	152.68280
79.00000	80.25960	77.90572	153.02800
80.00000	80.28146	77.04234	153.32881
81.00000	80.73157	75.62671	151.26540
82.00000	80.62622	74.89946	150.61253
83.00000	81.08353	76.87540	150.48199
84.00000	81.68072	75.61071	150.13846
85.00000	83.06864	75.79689	149.25182
86.00000	79.29404	74.26478	147.45992
87.00000	78.07018	74.30612	148.19185
88.00000	78.02811	74.72372	146.65645
89.00000	79.44382	74.41035	145.45493
90.00000	83.83137	74.39922	146.37985
91.00000	79.12865	72.25887	145.03754
92.00000	76.48440	73.97018	145.17523
93.00000	77.87473	73.40044	143.30180
94.00000	78.96429	76.52183	143.05490
95.00000	76.70693	72.20686	142.39455
96.00000	76.07359	72.72238	141.48869
97.00000	77.85699	70.87363	141.22997
98.00000	73.87009	72.37077	140.80356
99.00000	78.99431	75.54772	140.04738
100.00000	74.50191	71.36265	138.48653
101.00000	74.81181	72.68720	138.98927
102.00000	76.01295	71.71787	137.83598
103.00000	74.27214	71.88439	136.76254
104.00000	78.62323	71.01356	137.15710
105.00000	75.04759	69.16930	138.87526
106.00000	73.65932	68.75727	135.88016
107.00000	73.64666	69.11984	135.28134
108.00000	73.54276	69.17342	135.65286
109.00000	77.57182	70.35852	134.13870
110.00000	73.56199	68.83131	133.17734
111.00000	73.70819	70.03994	134.36006
112.00000	72.57909	70.00744	132.19008
113.00000	71.11876	69.30213	131.07921
114.00000	72.30731	69.91595	131.43535
115.00000	72.50589	67.94329	132.28096
116.00000	71.72969	68.06945	131.63094
117.00000	73.40698	68.71577	131.19504
118.00000	73.77549	66.92680	129.44652
119.00000	71.49890	68.28149	128.18387
120.00000	74.82099	67.48681	130.16940
121.00000	73.12709	67.51224	128.57533
122.00000	72.12042	66.86048	127.65195
123.00000	74.35099	66.59035	129.47972
124.00000	72.46564	66.68080	127.62418
125.00000	72.48473	65.43665	126.72921
126.00000	71.98392	65.50339	126.96386
127.00000	69.69130	67.97741	126.27476
128.00000	71.03346	67.67541	125.42039
129.00000	69.81331	65.89120	124.82321
130.00000	70.41147	67.47308	125.46548
131.00000	71.39777	64.19058	123.91937
132.00000	71.74926	64.76395	123.56010
133.00000	71.08550	65.39133	123.95454
134.00000	69.92314	65.21739	123.18535
135.00000	69.79495	66.28619	122.73321
136.00000	70.04382	65.50063	121.36654
137.00000	69.76926	65.80507	122.73842
138.00000	72.70428	64.01679	122.35098
139.00000	70.37377	63.47400	121.29005
140.00000	67.36310	63.79658	121.34739
141.00000	69.72634	63.72536	120.44793
142.00000	68.30040	66.76057	118.92374
143.00000	67.65435	62.79893	119.57973
144.00000	70.40679	63.87462	120.00982
145.00000	69.57999	64.91819	118.99292
146.00000	95.68478	61.85816	119.01689
147.00000	70.98341	63.33160	117.72613
148.00000	68.53262	65.09218	117.39640
149.00000	69.01719	62.75922	116.91405
150.00000	69.99612	64.69955	117.26719
151.00000	68.41614	61.29507	119.92515
152.00000	68.57172	61.76063	116.66956
153.00000	69.17448	63.95504	115.29137
154.00000	69.05361	61.37462	115.76483
155.00000	67.52270	62.20585	114.75933
156.00000	66.99672	60.75961	115.53713
157.00000	66.33723	62.49474	114.93401
158.00000	66.03130	61.72204	114.72241
159.00000	67.14909	62.60797	114.35308
160.00000	68.30360	61.34827	113.29604
161.00000	70.77937	61.16856	112.83453
162.00000	73.89087	62.46885	113.95295
163.00000	68.74310	63.57362	112.30789
164.00000	69.09975	65.11867	111.56374
165.00000	66.79928	60.69520	115.16454
166.00000	64.63850	59.84192	111.95672
167.00000	68.50323	59.72501	111.22583
168.00000	65.82129	59.91965	111.68862
169.00000	65.35455	60.44369	111.18887
170.00000	66.51936	61.17912	110.14398
171.00000	67.46888	60.96470	109.72023
172.00000	66.66727	59.48755	110.80947
173.00000	67.19569	60.80468	109.66805
174.00000	66.00954	59.39603	108.14391
175.00000	65.34314	60.88100	108.33203
176.00000	65.54659	59.11441	108.44745
177.00000	67.10897	60.64497	109.18582
178.00000	65.68105	59.54567	107.01054
179.00000	68.16592	60.35070	108.45895
180.00000	64.89175	59.00243	106.85598
181.00000	65.49969	59.10416	105.88162
182.00000	65.22694	58.32317	105.79638
183.00000	65.40855	58.96148	108.94450
184.00000	66.16920	58.20948	106.06477
185.00000	64.06195	58.28875	105.79224
186.00000	64.75647	59.13565	104.99261
187.00000	66.01717	59.14079	105.18784
188.00000	63.13408	59.09837	105.34890
189.00000	64.74900	58.15762	104.15086
190.00000	62.74598	57.12409	105.18636
191.00000	64.53346	58.03427	103.60453
192.00000	63.70285	57.77129	103.98814
193.00000	63.62194	60.26868	103.58016
194.00000	64.25966	59.89992	104.79560
195.00000	65.04585	58.74678	103.06602
196.00000	64.46008	57.63890	103.18824
197.00000	64.85426	57.85152	102.42711
198.00000	65.05328	56.45249	101.52444
199.00000	63.91368	57.78965	102.24845
200.00000	65.11141	58.59502	100.89052
201.00000	63.36276	58.95382	100.00480
202.00000	65.68246	57.57982	100.10802
203.00000	64.01369	58.00962	102.32111
204.00000	64.46526	58.85295	101.45122
205.00000	61.16975	55.70734	101.55508
206.00000	63.22116	56.13124	99.20225
207.00000	63.00790	56.40856	100.25262
208.00000	61.22539	56.82404	99.60141
209.00000	66.00140	56.32201	100.51730
210.00000	65.02101	57.47412	98.40720
211.00000	60.96619	56.24298	99.45098
212.00000	62.20792	58.67459	97.39761
213.00000	66.19213	56.61887	98.65530
214.00000	63.01243	54.38801	98.75288
215.00000	61.63204	57.15160	98.48104
216.00000	60.70056	56.04136	98.71471
217.00000	61.35490	57.83498	97.22519
218.00000	62.47191	56.74994	97.01785
219.00000	63.15224	55.11858	97.08939
220.00000	61.98491	56.55880	97.86250
221.00000	61.31071	54.78324	96.96389
222.00000	63.43121	56.24874	96.90746
223.00000	63.39764	56.34846	95.56604
224.00000	63.51293	55.78112	95.97630
225.00000	62.98695	55.72519	95.78407
226.00000	61.66626	54.86949	96.41442
227.00000	61.96617	53.80966	96.31699
228.00000	62.39642	55.02863	96.24064
229.00000	63.44848	55.80816	94.60699
230.00000	66.37618	55.71809	95.91106
231.00000	59.61102	54.74977	94.53969
232.00000	63.51542	53.71880	95.18352
233.00000	64.21585	54.39236	94.41262
234.00000	60.88353	54.13101	94.47665
235.00000	61.75763	54.43176	93.13386
236.00000	63.24976	54.60582	92.83739
237.00000	63.36264	53.79766	93.20151
238.00000	64.48646	54.35237	94.95880
239.00000	61.67103	53.41726	93.16043
240.00000	62.83349	55.70286	91.51398
241.00000	62.71112	53.28105	92.09884
242.00000	62.34065	52.99893	93.25333
243.00000	61.40401	52.51715	93.01460
244.00000	67.53465	54.47552	92.27226
245.00000	64.66552	54.67072	91.31178
246.00000	62.54633	52.31976	92.12560
247.00000	61.46864	53.16455	90.60783
248.00000	61.34127	53.61070	91.55042
249.00000	61.01117	52.47412	91.30813
250.00000	61.08283	52.03495	90.66816
251.00000	63.14448	53.34372	91.83605
252.00000	59.69970	53.54015	90.06765
253.00000	63.00062	51.97546	91.03058
254.00000	61.80633	53.10934	90.06538
255.00000	59.45903	53.31590	90.12022
256.00000	58.64203	53.60218	92.10009
257.00000	61.55609	51.08544	90.06176
258.00000	60.73809	51.49419	89.69623
259.00000	59.96001	52.13951	89.79546
260.00000	60.17141	51.59886	92.75981
261.00000	61.23550	52.10402	89.15136
262.00000	60.20328	53.23936	88.25272
263.00000	60.56043	52.62301	90.41540
264.00000	59.64211	50.63832	88.88543
265.00000	60.00585	51.04876	87.18709
266.00000	59.26054	50.73142	89.23003
267.00000	60.74036	50.88472	90.08642
268.00000	60.90295	51.17146	87.41610
